year,study_ID,Column1,year_of_collection ,continent ,country,latitude,longitude,hs1,hs,IS03,Order,host_species1,host_species,host1,host,dm,dignostic_method,genus,Tryp_species1,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,settings,study_type,notes,all_type,all_type2,md,insec1,insec,sm
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina pallidipes ,Glossina pallidipes ,flies,flies,mol, PCR ,1,Trypanosoma_brucei,Trypanosoma_brucei_rhodesiense,419,6,1.4,25138709,6,413,0.014,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina pallidipes ,Glossina pallidipes ,flies,flies,mol, PCR ,1,Trypanosoma_congolense,Trypanosoma_congolense,419,7,1.6,25138709,7,412,0.016,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina brevipalpis,Glossina brevipalpis,flies,flies,mol, PCR ,1,Trypanosoma_brucei,Trypanosoma_brucei_rhodesiense,55,1,1.8,25138709,1,54,0.018,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina morsitans morsitans ,Glossina morsitans morsitans ,flies,flies,mol, PCR ,1,Trypanosoma_godfreyi,Trypanosoma_godfreyi,137,3,2.2,25138709,3,134,0.022,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina pallidipes ,Glossina pallidipes ,flies,flies,mol, PCR ,1,Trypanosoma_vivax,Trypanosoma_vivax,419,9,2.2,25138709,9,410,0.022,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina pallidipes ,Glossina pallidipes ,flies,flies,mol, PCR ,1,Trypanosoma_simiae,Trypanosoma_simiae_Tsavo,419,11,2.6,25138709,11,408,0.026,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina pallidipes ,Glossina pallidipes ,flies,flies,mol, PCR ,1,Trypanosoma_godfreyi,Trypanosoma_godfreyi,419,12,2.9,25138709,12,407,0.029,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina morsitans morsitans ,Glossina morsitans morsitans ,flies,flies,mol, PCR ,1,Trypanosoma_simiae,Trypanosoma_simiae_Tsavo,137,4,2.9,25138709,4,133,0.029,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina pallidipes ,Glossina pallidipes ,flies,flies,mol, PCR ,1,Trypanosoma_brucei,Trypanosoma_brucei_s.l.,419,15,3.6,25138709,15,404,0.036,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina brevipalpis,Glossina brevipalpis,flies,flies,mol, PCR ,1,Trypanosoma_congolense,Trypanosoma_congolense,55,3,5.5,25138709,3,52,0.055,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina brevipalpis,Glossina brevipalpis,flies,flies,mol, PCR ,1,Trypanosoma_simiae,Trypanosoma_simiae_Tsavo,55,3,5.5,25138709,3,52,0.055,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina brevipalpis,Glossina brevipalpis,flies,flies,mol, PCR ,1,Trypanosoma_vivax,Trypanosoma_vivax,55,4,7.2,25138709,4,51,0.072,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina brevipalpis,Glossina brevipalpis,flies,flies,mol, PCR ,1,Trypanosoma_simiae,Trypanosoma_simiae,55,6,10.9,25138709,6,49,0.109,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina morsitans morsitans ,Glossina morsitans morsitans ,flies,flies,mol, PCR ,1,Trypanosoma_congolense,Trypanosoma_congolense,137,17,12.4,25138709,17,120,0.124,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina brevipalpis,Glossina brevipalpis,flies,flies,mol, PCR ,1,Trypanosoma_brucei,Trypanosoma_brucei_s._l,55,12,21.8,25138709,12,43,0.218,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina morsitans morsitans ,Glossina morsitans morsitans ,flies,flies,mol, PCR ,1,Trypanosoma_simiae,Trypanosoma_simiae,137,3,21.9,25138709,3,134,0.219,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina morsitans morsitans ,Glossina morsitans morsitans ,flies,flies,mol, PCR ,1,Trypanosoma_vivax,Trypanosoma_vivax,137,38,27.7,25138709,38,99,0.277,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina morsitans morsitans ,Glossina morsitans morsitans ,flies,flies,mol, PCR ,1,Trypanosoma_brucei,Trypanosoma_brucei_rhodesiense,137,41,29.9,25138709,41,96,0.299,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Dennis et al., 2014)",cited,2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina pallidipes ,Glossina pallidipes ,flies,flies,mol, PCR ,1,Trypanosoma_brucei,Trypanosoma_brucei_s._l,137,85,62,25138709,85,52,0.62,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2009,"(Desquesnes et al., 2009)",cited,NA,Europe,"France, Thailand",48°50’N,02°20’E,1,1,"THA, FRA",Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,sero, ELISA,1,Trypanosoma_evansi,Trypanosoma_evansi,1979,163,8.2,23,163,1816,0.082,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Deviche et al., 2001)",,,,USA,,,,,USA,,,,birds,birds,micro," microscopic, smears ",1,Trypanosoma_evansi,Trypanosoma_evansi,60,39,65,,,,,11272501,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Dia, 2006)",,,,Burkina Faso,,,,,BFA,,,,camels,camels,sero,serolo,1,Trypanosoma_evansi,Trypanosoma_evansi,67,30,46,,https://link.springer.com/article/10.1007%2Fs11250-006-4303-x,,,17405624,short communication,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Diakou et al., 2009)",,,,Greece,,,,,GRC,,,,cats,cats,sero, enzyme-linked immunosorbent assay ,9,Leishmania_spp.,Leishmania_spp.,284,11,3.87,,https://www.sciencedirect.com/science/article/pii/S1098612X0900031X,,,19254858,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2011,"(Dias et al., 2011)",cited,2007-2008,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero," ELISA, IFAT",9,Leishmania_spp.,Leishmania_spp.,6295,267,4.2,41,267,6028,0.042,,,cross_sectional ,agreement: ELISA and IFAT,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Dias et al., 2018)",cited,,South America,Brazil ,,,,,BRA,,,,dogs,dogs,sero," ELISA, IFA",9,Leishmania_spp.,Leishmania_spp.,681,27,3.96,https://www.scielo.br/pdf/rbpv/v27n3/1984-2961-rbpv-S1984-296120180055.pdf,27,654,3.964757709,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
,"(Diaz-Saez et al., 2014)",,,Europe,Spain,,,,,ESP,,,,animals,animals,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,150,31,20.66666667,,https://www.sciencedirect.com/science/article/pii/S0304401714002040?via%3Dihub,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Dogan et al., 2006)",,,Asia,Turkey,,,,,TUR,,,,dogs,dogs,sero," ELISA, IFAT",9,Leishmania_infantum,Leishmania_infantum,111,15,13.51,,https://academic.oup.com/tropej/article/52/3/212/1698471,,,16287909,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2012,"(Dorn et al., 2012)",cited,2003 to 2004,"Asia, North Amarica, Europe","Georgia, United States",41°43’N,44°50’E,2,2,"GEO, USA",animals,Macaca nemestrina,"M. nemestrina, M. mulatta, Papio spp.",animals,animals,sero,rapid commercial tests and microscopic examination ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,2157,34,2.4,13,34,2123,0.024,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Dos Santos et al., 2018)",,,,Brazil,,,,,BRA,,,,bats,bats,mol,PCR,5,Trypanosoma_cruzi,Trypanosoma_cruzi,367,85,23.16076294,,https://www.cambridge.org/core/journals/parasitology/article/trypanosoma-sp-diversity-in-amazonian-bats-chiroptera-mammalia-from-acre-state-brazil/D5121FAC1A486CC4832AD3D74A36D2ED,,,29144219,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Duarte et al., 2010)",,,Europe,Portugal,,,,,PRT,,,,cats,cats,sero,IFA,9,Leishmania_infantum,Leishmania_infantum,180,1,23.16076294,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7128106/,,,20466573,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Dumitrache et al., 2016)",,,,Romania,,,,,ROU,,,,dogs,dogs,mol," ELISA, PCR ",9,Leishmania_spp.,Leishmania_spp.,80,8,10,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4875638/,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Durrani et al., 2017)",,,,Pakistan,,,,,PAK,,,,camels,camels,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,150,23,15,,https://www.sciencedirect.com/science/article/pii/S0882401017303108?via%3Dihub,,,28428133,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Ebani et al., 2016)",,,,Italy,,,,,ITA,,,,animals,animals,sero, NA ,9,Leishmania_spp.,Leishmania_spp.,222,2,0.9,,,,,27261855,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Echchakery et al., 2017)",,,,Morocco,,,,,MAR,,,,rodents,rodents,mol," PCR, ITS1 ",9,Leishmania_infantum,Leishmania_infantum,197,18,9.137055838,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5625640/,,,28969710,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Echeverria et al., 2019)",,,,Brazil,,,,,BRA,,,,dogs,dogs,mol," smears, PCR ",1,Trypanosoma_evansi,Trypanosoma_evansi,18,7,38.88888889,,https://www.scielo.br/pdf/rbpv/v28n2/1984-2961-rbpv-S1984-29612019018.pdf,,,31188944,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Elhaig & Sallam, 2018)",,,,Italy,,,,,ITA,,,,animals,animals,mol, PCR ,1,Trypanosoma_evansi,Trypanosoma_evansi,110,46,41.65,,https://www.sciencedirect.com/science/article/pii/S0882401018307071,,,30016680,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2019,"(Elmayan et al., 2019)",cited,NA,North America,United States,39°91’N,77°02’W,1,1,USA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,PCR,5,Trypanosoma_cruzi,Trypanosoma_cruzi,540,85,15.7,31238941,85,455,0.157,,,longitudinal,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Elshafie et al., 2013)",cited,NA,Asia,Malaysia,03°09’N,101°41’E,1,1,MYS,Perissodactyla,Equus caballus,Equus caballus,equids,equids,mol, PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,527,6,1.14,24189674,6,521,0.0114,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Estrada-Franco et al., 2006)",,,,Mexico,,,,,MEX,,,,dogs,dogs,sero, NA ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,114,14,12.28070175,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3294681/,,,16704811,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Fallah et al., 2011)",,,,Argentina,,,,,ARG,,,,dogs,dogs,sero,ELISA,9,Leishmania_infantum,Leishmania_infantum,384,35,9.895833333,,https://www.researchgate.net/publication/216459051_1_Serological_survey_and_comparison_of_two_polymerase_chain_reaction_PCR_assays_with_enzyme-linked_immunosorbent_assay_ELISA_for_the_diagnosis_of_canine_visceral_leishmaniasis_in_dogs,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Faye et al., 2001)",,,,Gambia,,,,,GMB,,,,equids,equids,mol,PCR,1,Trypanosoma_spp.,Trypanosoma_spp.,119,72,60.5,,https://www.sciencedirect.com/science/article/pii/S0304401701005039?via%3Dihub,,,11587839,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Faye et al., 2010)",need correction,,,Senegal,,,,,SEN,,,,dogs,dogs,mol, PCR ,9,Leishmania_infantum,Leishmania_infantum,160,57,35.63,,https://www.sciencedirect.com/science/article/pii/S1286457910002297?via%3Dihub,,,20868766,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2011,"(Felipe et al., 2011)",cited,2006-2008,South America,Brazil,15°47’S,47°55’W,3,3,BRA,Diptera,,,flies,flies,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,448,40,8.9,42,40,408,0.089,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
,"(Fereig et al., 2017)",,,,Egypt,,,,,EGY,,,,animals,animals,sero, enzyme-linked immunosorbent assay ,1,Trypanosoma_evansi,Trypanosoma_evansi,301,100,33.22,,https://pubmed.ncbi.nlm.nih.gov/27789159/,,,27789159,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2008,"(Fernandez-Bellon  et al., 2008)",cited,,Europe,Spain,,,,,ESP,,,dogs,dogs,dogs,mol,PCR ,9,Leishmania_infantum,Leishmania_infantum,78,18,23.08,K16,18,60,0.2308,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
,"(Ferreira et al., 2015)",cited,,,Brazil,,,,,BRA,,,,animals,animals,mol, NA ,9,Leishmania_infantum,Leishmania_infantum,167,27.968,16.74730539,,,,,25890323,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Ferreira et al., 2017)",,,,Brazil,,,,,BRA,,,, bats ,bats,mol, PCR ,9,Leishmania_spp.,Leishmania_spp.,47,3,6.38,,https://www.sciencedirect.com/science/article/pii/S0001706X16305605?via%3Dihub,,,28502644,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Ferreira et al., 2018)",,,,Brazil,,,,,BRA,,,,animals,animals,mol,PCR,5,Trypanosoma_cruzi,Trypanosoma_cruzi,140,14,10,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5894193/,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2018,"(Ferroglio et al., 2018)",cited,2007-2009,Europe,Italy,41°54’N,12°29’E,1,1,ITA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,803,324,40,29745468,324,479,0.4,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2010,"(Figueiredo et al., 2010 A)",cited,,South America,Brazil,,,,,BRA,,,dogs,dogs,dogs,mol,PCR ,9,Leishmania_spp.,Leishmania_spp.,305,63,20.66,K15,63,242,0.2066,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
,"(Figueiredo et al., 2010)",,,,Brazil,,,,,BRA,,,, dogs ,dogs,mol," IIF, PCR ",9,Leishmania_spp.,Leishmania_spp.,146,3,2,,https://pubmed.ncbi.nlm.nih.gov/19665398/,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Figueiredo et al., 2016)",,,,Brazil,,,,,BRA,,,,cats,cats,sero," enzyme-linked immunosorbent assay, ELISA, xenodiagnosis ",9,Leishmania_spp.,Leishmania_spp.,34,6,17.64705882,,,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2012,"(Fikru et al., 2012)",cited,2010-2011,Africa,Ethiopia,09°02’N,38°42’E,3,3,ETH,animals,,,animals,animals,mol,PCR,1,Trypanozoon,Trypanozoon,1524,14,0.9,22858227,14,1510,0.009,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Fikru et al., 2012)",cited,2010-2011,Africa,Ethiopia,09°02’N,38°42’E,3,3,ETH,animals,,,animals,animals,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense,1524,26,2.4,22858227,26,1498,0.024,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Fikru et al., 2012)",cited,2010-2011,South America,Ethiopia,09°02’N,38°42’E,3,3,ETH,animals,,,animals,animals,mol,PCR,,Trypanosoma_theileri,Trypanosoma_theileri,1524,46,3,22858227,46,1478,0.03,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Fikru et al., 2012)",cited,2010-2011,Africa,Ethiopia,09°02’N,38°42’E,3,3,ETH,animals,,,animals,animals,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,1524,379,24.9,22858227,379,1145,0.249,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Fikru et al., 2015)",,,,Ethiopia,,,,,ETH,,,,camels,camels,mol," CATT, PCR, CATT/T.evansi, Giemsa stained ",1,Trypanosoma_evansi,Trypanosoma_evansi,399,30,7.518796992,,https://www.sciencedirect.com/science/article/pii/S0304401715001946,,,26071981,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Fikru et al., 2015)",,,,Ethiopia,,,,,ETH,,,,camels,camels,mol," CATT, PCR, CATT/T.evansi, Giemsa stained ",1,Trypanosoma_vivax,Trypanosoma_vivax,399,1,0.250626566,,https://www.sciencedirect.com/science/article/pii/S0304401715001946,,,26071981,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Filho et al., 2012)",,,,Brazil,,,,,BRA,,,,dogs,dogs,sero,IFA,9,Leishmania_spp.,Leishmania_spp.,169,139,82.24852071,,https://www.researchgate.net/publication/273985726_Infection_by_Toxoplasma_gondii_and_Leishmania_spp_in_humans_and_dogs_from_rural_settlements_in_Northern_Parana_State_Brazil#fullTextFileContent,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2003,"(França-Silva et al., 2003)",cited,1994,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, IFAT,9,Leishmania_spp.,Leishmania_spp.,7391,656,8.88,38,656,6735,0.0888,,,cross_sectional ,IFAT,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2002,"(Freitas et al., 2002)",cited,1999,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,Lutzomyia dendrophyla ,L. dendrophyla ,flies,flies,micro,"microscopic	examination ",9,Leishmania_spp.,Leishmania_spp.,14,2,14.2,11992148,2,12,0.142,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2002,"(Freitas et al., 2002)",cited,1999,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,Lutzomyia whitmani ,L. whitmani ,flies,flies,micro,"microscopic	examination ",9,Leishmania_spp.,Leishmania_spp.,6,1,16.7,11992148,1,5,0.167,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2002,"(Freitas et al., 2002)",cited,1999,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,Lutzomyia umbratilis,Lutzomyia umbratilis,flies,flies,micro,"microscopic	examination ",9,Leishmania_spp.,Leishmania_spp.,211,56,26.5,11992148,56,155,0.265,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2002,"(Freitas et al., 2002)",cited,1999,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,Lutzomyia spathotrichia ,L. spathotrichia ,flies,flies,micro,"microscopic	examination ",9,Leishmania_spp.,Leishmania_spp.,3,1,33.3,11992148,1,2,0.333,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
,"(Freitas et al., 2018)",,,,Brazil,,,,,BRA,,,,,truebugs,mol," enzyme-linked immunosorbent assay, polymerase chain reaction ",5,Trypanosoma_cruzi,Trypanosoma_spp.,51,21,41.2,,https://www.scielo.br/pdf/rsbmt/v51n2/1678-9849-rsbmt-51-02-190.pdf,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
2016,"(Fujimori et al., 2016)",cited,2013,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA ,9,Leishmania_infantum,Leishmania_infantum,521,120,23,51,120,401,0.23,,,cross_sectional ,one test,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2016,"(Gallot-Lavallée et al., 2016)",cited,,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_ephippiatus,,bees (mono),bees,mol,seq,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,1404,1,0.1,m17,1,1403,0.001,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",cited,,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_huntii,,bees (mono),bees,mol,seq,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,240,63,26.3,m17,63,177,0.263,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",cited,,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_trinominatus,,bees (mono),bees,mol,seq,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,104,1,1,m17,1,103,0.01,W,,cross_sectional ,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",cited,,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_ephippiatus,,bees (mono),bees,mol,seq,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,1404,108,7.7,m17,108,1296,0.077,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",cited,,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_weisi,,bees (mono),bees,mol,seq,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,895,35,3.9,m17,35,860,0.039,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",cited,,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_huntii,,bees (mono),bees,mol,seq,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,240,1,0.42,m17,1,239,0.0042,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",cited,,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_diligens,,bees (mono),bees,mol,seq,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,151,9,6,m17,9,142,0.06,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",cited,,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_wilmattae,,bees (mono),bees,mol,seq,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,107,34,31.8,m17,34,73,0.318,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",cited,,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_trinominatus,,bees (mono),bees,mol,seq,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,104,1,1,m17,1,103,0.01,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
