year,study_ID,year_of_collection ,continent ,country,latitude,longitude,sociality,life expectency,IS03,Order,host_species2,host_species12,host_species,host1,host,dm,dignostic_method,genus1,genus2,genus,Tryp_species,Tryp_species12,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,settings,study_type,Column1,notes,all_type,all_type2,md,insec1,insec,sm
2012,"(Adam et al., 2012)",2008-2009,Africa,Ghana,05°35’N,00°06’W,1,1,GHA,Artiodactyla,Bombus_frigidus,Bos taurus ,Bos taurus.,cattle,cattle,micro,Buffy coat technique and microscopic,,1,1,Trypanosoma_brucei,Trypanosoma_brucei,Trypanosoma_brucei,1800,7,0.4,21550616,7,1793,0.004,,,cross_sectional ,,Buffy coat technique and microscopic,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Adam et al., 2012)",2008-2009,Africa,Ghana,05°35’N,00°06’W,1,1,GHA,Artiodactyla,Bombus_ternarius,Bos taurus ,Bos taurus.,cattle,cattle,micro,Buffy coat technique and microscopic,,1,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,1800,27,1.5,21550616,27,1773,0.015,,,cross_sectional ,,Buffy coat technique and microscopic,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2011,"(Anderson et al., 2011)",2006-2008,Africa,Mali,12°34’N,07°55’W,1,1,MLI,Diptera,Bombus_sylvicola,Phlebotomus duboscqi,P. duboscqi,flies,flies,mol,PCR,,1,9,Leishmania_major,Leishmania_major,Leishmania_major,3706,252,6.7,21572984,252,3454,0.067,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2011,"(Sousa et al., 2011)",2008 and 2009,Europe,Portugal,38°42’N,09°10’W,1,1,PRT,Carnivora,Bombus_fervidus,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,DAT,,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,654,139,21.3,21741348,139,515,0.213,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2011,"(Coura-Vital et al., 2011)",NA,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Bombus_melanopygus,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,PCR_RFLP,,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,1443,356,24.7,21858243,356,1087,0.247,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2011,"(Ghawar et al., 2011)",2008-2010,Africa,Tunisia,36°50’N,10°11’E,1,2,TUN,Rodentia,Bombus_flavifrons,Psammomys Obesus,"Psammomys Obesus, Meriones Shawi",rodents,rodents,sero, IFAT ,,1,9,Leishmania_major,Leishmania_major,Leishmania_major,639,53,8.29,21919726,53,586,0.0829,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,frigidus,Bombus_frigidus,B. frigidus,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,12,3,25,22119631,3,9,0.25,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,ternarius,Bombus_ternarius,B. ternarius,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,15,3,20,22119631,3,12,0.2,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,sylvicola,Bombus_sylvicola,B. sylvicola,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,43,1,2.33,22119631,1,42,0.0233,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,fervidus,Bombus_fervidus,B. fervidus,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,55,1,1.82,22119631,1,54,0.0182,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,melanopygus,Bombus_melanopygus,B. melanopygus ,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,70,5,7.1,22119631,5,65,0.071,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,flavifrons,Bombus_flavifrons,B. flavifrons,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,119,2,1.68,22119631,2,117,0.0168,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,occidentalis,Bombus_occidentalis,B. occidentalis,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,172,4,2.33,22119631,4,168,0.0233,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,mixtus,Bombus_mixtus,B. mixtus,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,468,45,9.62,22119631,45,423,0.0962,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,pensylvanicus,Bombus_pensylvanicus,B. pensylvanicus ,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,545,1,0.18,22119631,1,544,0.0018,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,vosnesenskii,Bombus_vosnesenskii,B. vosnesenskii ,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,903,20,2.21,22119631,20,883,0.0221,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,bimaculatus,Bombus_bimaculatus,B. bimaculatus ,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,1070,31,2.9,22119631,31,1039,0.029,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,bifarius,Bombus_bifarius,B. bifarius,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,2096,57,2.72,22119631,57,2039,0.0272,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Cordes et al., 2012)",2007 and 2009,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,impatiens,Bombus_impatiens,B. impatiens,bees (mono),bees,mol,microscopic examination and PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,2864,95,3.32,22119631,95,2769,0.0332,W,,cross_sectional ,,wild bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2011,"(Giorgobiani et al., 2011)",,"Asia, Europe",Georgia,41°43’N,44°50’E,1,1,GEO,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,rapid commercial tests and microscopic examination ,,,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,1306,217,16.6,22180796,217,1089,0.166,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Athanasiou et al., 2012)",NA,Europe,Greece,37°58’N,23°46’E,1,1,GRC,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,agreement: ELISA and IFAT,,,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,2620,509,19.43,22366671,509,2111,0.1943,,,cross_sectional ,,agreement: ELISA and IFAT,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2012,"(nan et al., 2012)",2011,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,IFAT,,,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,418,46,11,22452948,46,372,0.11,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Sebaio et al., 2012)",2000-2001,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Passeriformes,,"Thamnophilus caerulescens , Pyriglena leucoptera, Myrmeciza loricata, Chamaeza campanisona, Conopophaga lineata, Syndactyla rufosuperciliata, Automolus leucophthalmus, Lochmias nematura.","Thamnophilus caerulescens , Pyriglena leucoptera, Myrmeciza loricata, Chamaeza campanisona, Conopophaga lineata, Syndactyla rufosuperciliata, Automolus leucophthalmus, Lochmias nematura.",birds,birds,micro,microscopic examination,,,1,Trypanosoma_spp.,Trypanosoma_spp.,Trypanosoma__spp.,925,27,23.3,22534938,27,898,0.233,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Berlin et al., 2012)",2008,Asia,Israel,31°47’N,35°12’E,1,1,ISR,Perissodactyla,,Equus caballus,Equus caballus,equids,equids,sero," avar(CATT, RDB)",,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,614,27,4.4,22578964,27,587,0.044,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Lopez-Cespedes et al., 2013)",2008-2009,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, ELISA-H,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,630,17,2.7,22775973,17,613,0.027,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Fikru et al., 2012)",2010-2011,Africa,Ethiopia,09°02’N,38°42’E,3,3,ETH,animals,,,,animals,animals,mol,PCR,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense,1524,26,2.4,22858227,26,1498,0.024,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Fikru et al., 2012)",2010-2011,South America,Ethiopia,09°02’N,38°42’E,3,3,ETH,animals,,,,animals,animals,mol,PCR,,,,Trypanosoma_theileri,Trypanosoma_theileri,Trypanosoma_theileri,1524,46,3,22858227,46,1478,0.03,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Fikru et al., 2012)",2010-2011,Africa,Ethiopia,09°02’N,38°42’E,3,3,ETH,animals,,,,animals,animals,mol,PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,1524,379,24.9,22858227,379,1145,0.249,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Fikru et al., 2012)",2010-2011,Africa,Ethiopia,09°02’N,38°42’E,3,3,ETH,animals,,,,animals,animals,mol,PCR,,,1,Trypanozoon,Trypanozoon,Trypanozoon,1524,14,0.9,22858227,14,1510,0.009,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,1,1,GHA,Artiodactyla,,Bos taurus,Bos taurus.,cattle,cattle,mol," PCR, ITS1 ",,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_savannah,146,36,24.7,23025330,36,110,0.247,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,1,1,GHA,Artiodactyla,,Bos taurus,Bos taurus.,cattle,cattle,mol," PCR, ITS1 ",,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_forest,146,3,2,23025330,3,143,0.02,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,3,3,GHA,Diptera,,,Tsetse fly,flies,flies,mol," PCR, ITS1 ",,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_forest,219,23,10.5,23025330,23,196,0.105,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,1,1,GHA,Artiodactyla,,Sus domesticus ,Sus domesticus ,pigs,pigs,mol," PCR, ITS1 ",,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_savannah,248,15,6,23025330,15,233,0.06,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,1,1,GHA,Artiodactyla,,Bos taurus,Bos taurus.,cattle,cattle,mol," PCR, ITS1 ",,,1,Trypanosoma_simiae,Trypanosoma_simiae,Trypanosoma_simiae,146,4,2.7,23025330,4,142,0.027,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,1,1,GHA,Artiodactyla,,Sus domesticus ,Sus domesticus ,pigs,pigs,mol," PCR, ITS1 ",,,1,Trypanosoma_simiae,Trypanosoma_simiae,Trypanosoma_simiae,248,9,3.6,23025330,9,239,0.036,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,1,1,GHA,Artiodactyla,,Bos taurus,Bos taurus.,cattle,cattle,mol," PCR, ITS1 ",,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,146,37,25.3,23025330,37,109,0.253,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,3,3,GHA,Diptera,,,Tsetse fly,flies,flies,mol," PCR, ITS1 ",,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,219,12,5.5,23025330,12,207,0.055,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,1,1,GHA,Artiodactyla,,Sus domesticus ,Sus domesticus ,pigs,pigs,mol," PCR, ITS1 ",,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,248,47,19,23025330,47,201,0.19,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,1,1,GHA,Artiodactyla,,Bos taurus,Bos taurus.,cattle,cattle,mol," PCR, ITS1 ",,,1,Trypanozoon,Trypanozoon,Trypanozoon,146,37,25.3,23025330,37,109,0.253,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,3,3,GHA,Diptera,,,Tsetse fly,flies,flies,mol," PCR, ITS1 ",,,1,Trypanozoon,Trypanozoon,Trypanozoon,219,3,1.4,23025330,3,216,0.014,,,cross_sectional ,,Trypanozoon,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,1,1,GHA,Artiodactyla,,Sus domesticus ,Sus domesticus ,pigs,pigs,mol," PCR, ITS1 ",,,1,Trypanozoon,Trypanozoon,Trypanozoon,248,38,15.3,23025330,38,210,0.153,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Nakayima et al., 2012)",,Africa,Ghana,,,1,1,GHA,Artiodactyla,,Sus domesticus ,Sus domesticus ,pigs,pigs,mol," PCR, ITS1 ",,,1,Trypanozoon,Trypanozoon,Trypanozoon,248,19,7.7,23025330,19,229,0.077,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Tognazzo et al., 2012)",2008-2010,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,Bombus,Bombus_spp.,bumblebee spp.,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,1691,306,18.1,23145099,306,1385,0.181,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(de Almeida et al., 2012)",2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, IFAT,,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,430,95,22.1,23184322,95,335,0.221,,,cross_sectional ,,just one  test,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Takeet et al., 2013)",NA,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,1,Trypanosoma_brucei,Trypanosoma_brucei,Trypanosoma_brucei,411,7,1.7,23245680,7,404,0.017,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Takeet et al., 2013)",NA,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense_savannah,411,144,35,23245680,144,267,0.35,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Takeet et al., 2013)",NA,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,411,54,13.1,23245680,54,357,0.131,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Biryomumaisho et al., 2013)",NA,Africa,Uganda,00°20’N,32°30’E,2,2,UGA,Artiodactyla,,Bos taurus,"Bos taurus, Sus domesticus , Capra hircus",cattle,cattle,micro,BCT,,,1,Trypanosoma_brucei,Trypanosoma_brucei,Trypanosoma_brucei,1891,14,0.7,23344247,14,1877,0.007,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Biryomumaisho et al., 2013)",NA,Africa,Uganda,00°20’N,32°30’E,2,2,UGA,Artiodactyla,,Bos taurus,"Bos taurus, Sus domesticus , Capra hircus",cattle,cattle,micro,BCT,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense,1891,8,0.4,23344247,8,1883,0.004,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Biryomumaisho et al., 2013)",NA,Africa,Uganda,00°20’N,32°30’E,2,2,UGA,Artiodactyla,,Bos taurus,"Bos taurus, Sus domesticus , Capra hircus",cattle,cattle,micro,BCT,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,1891,40,2.1,23344247,40,1851,0.021,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Morimoto et al., 2013)",2009-2012,Asia,Japan,36.2048° N,138.2529° E,1,1,JPN,Hymenopterans,Apis_mellifera,Apis_mellifera,Apis mellifera,bees (mono),bees,mol,RT-PCR,Apis_spp.,,Crithidia_spp.,C.mellificae&L.passim,C.mellificae&L.passim,Crithidia_mellificae,4500,700,15.56,23757133,700,3800,0.1556,WM,,cross_sectional ,,wild and managed,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2013,"(Akhoundi et al., 2013)",2008-2011,Asia,Iran,35°44’N,51°30’E,1,2,IRN,Rodentia,,Rhombomys opimus,"Rhombomys opimus, Meriones libycus, Meriones persicus, Tatera indica, Nesokia indica, Rattus rattus, Mus musculus.",rodents,rodents,mol,"ITS1-PCR	",,,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,593,186,31.4,23951928,186,407,0.314,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Majekodunmi et al., 2013)",2008,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,1,Trypanosoma_brucei,Trypanosoma_brucei,Trypanosoma_brucei_brucei,7143,229,3.2,23958205,229,6914,0.032,,,longitudinal,,longitudinal,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Majekodunmi et al., 2013)",2008,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense,7143,1979,27.7,23958205,1979,5164,0.277,,,longitudinal,,longitudinal,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Majekodunmi et al., 2013)",2008,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,7143,1907,26.7,23958205,1907,5236,0.267,,,longitudinal,,longitudinal,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Sharma et al., 2013)",2011,Asia,India,28°37’N,77°13’E,1,1,IND,Artiodactyla,,Bubalus bubalis,Bubalus bubalis,buffaloes,buffaloes,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,25,11,44,24069605,11,14,0.44,,,cross_sectional ,,Surra,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Sharma et al., 2013)",2011,Asia,India,28°37’N,77°13’E,1,1,IND,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,386,139,36,24069605,139,247,0.36,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Elshafie et al., 2013)",NA,Asia,Malaysia,03°09’N,101°41’E,1,1,MYS,Perissodactyla,,Equus caballus,Equus caballus,equids,equids,mol, PCR,,,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,527,6,1.14,24189674,6,521,0.0114,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Salim et al., 2014)",2010,Africa,Sudan,40°25’N,03°45’W,1,1,SDN,Perissodactyla,,Equus caballus,Equus caballus,equids,equids,mol," PCR, ITS1 ",,,1,Trypanosoma_brucei,Trypanosoma_brucei,Trypanosoma_brucei,393,17,4.3,24439848,17,376,0.043,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Salim et al., 2014)",2010,Africa,Sudan,40°25’N,03°45’W,1,1,SDN,Perissodactyla,,Equus caballus,Equus caballus,equids,equids,mol," PCR, ITS1 ",,,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense,393,6,1.6,24439848,6,387,0.016,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Salim et al., 2014)",2010,Africa,Sudan,40°25’N,03°45’W,1,1,SDN,Perissodactyla,,Equus caballus,Equus caballus,equids,equids,mol," PCR, ITS1 ",,,1,Trypanosoma_simiae,Trypanosoma_simiae,Trypanosoma_simiae,393,16,4,24439848,16,377,0.04,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Salim et al., 2014)",2010,Africa,Sudan,40°25’N,03°45’W,1,1,SDN,Perissodactyla,,Equus caballus,Equus caballus,equids,equids,mol," PCR, ITS1 ",,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,393,14,3.6,24439848,14,379,0.036,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Salim et al., 2014)",2010,Africa,Sudan,40°25’N,03°45’W,1,1,SDN,Perissodactyla,,Equus asinus,Equus asinus,equids,equids,mol," PCR, ITS1 ",,,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,116,4,3.4,24439848,4,112,0.034,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
